Name,Text
TID_MISSION_0_185_OBJECTIVE,"You're here to get all those weapons Elvis ordered? I'll have it ready in a minute, so how about doing me a favour in the meantime? I'll pay you for your trouble."
TID_MISSION_0_185_RECEIVING_MESSAGE,"Sweet mama! You found me guns! Here, you've earned it."
TID_MISSION_0_185,Guns and ammo
TID_MISSION_0_186_OBJECTIVE,"It seems that our weapon shipment to Elvis is ready. Take these to Elvis and tell him that it was a pleasure doing business with him. As always. Oh, and come back after you've delivered them, will you?"
TID_MISSION_0_186_RECEIVING_MESSAGE,The guns are here! Let's see if those gangers feel like tyring their luck with us now.
TID_MISSION_0_186_TASK_0,Return guns to Elvis
TID_MISSION_0_186,Smooth move
TID_MISSION_0_187_OBJECTIVE,"See this helicopter, find spare parts for it and I'll promise to take you with me if we can make it fly."
TID_MISSION_0_187_RECEIVING_MESSAGE,"Hmmm.. This is a good start, yes."
TID_MISSION_0_187,Is it a bird
TID_MISSION_0_185_TASK_0,Find gun boxes
TID_MISSION_0_187_TASK_0,Find parts from garage
TID_MISSION_0_188_OBJECTIVE,"I saw some fuel tanks on that fenced yard. Only problem is, that it's crawling with zombies and who knows what. I wouldn't go there if I were you, but it's your choise."
TID_MISSION_0_188_RECEIVING_MESSAGE,You managed to find us fuel! I knew that you could help us.
TID_MISSION_0_188_TASK_0,Eliminate Zombies
TID_MISSION_0_188_TASK_1,Find propaine
TID_MISSION_0_188_TASK_2,Find Gas
TID_MISSION_0_188,Zombie yard
TID_MISSION_0_189_OBJECTIVE,"While you were gone I got yet another order for shovels. I just don't get it, I mean who thinks that a shovel is the best weapon against zombies? I don't say no to a customer, but I'm running out of shovels here. Will you loot that former construction company's warehouse for me?"
TID_MISSION_0_189_RECEIVING_MESSAGE,What? Zombie fight with shovels? This is so wierd...Get this extra shovel for your troubles. It may come handy.
TID_MISSION_0_189,Shovels
TID_MISSION_0_189_TASK_0,Find shovel...
TID_MISSION_0_190_OBJECTIVE,Labycore just dropped piles of junk and I don't think they did out of kindness. Can you go check them out?
TID_MISSION_0_190_RECEIVING_MESSAGE,"So they were trying to keep us from finding those valves. Funkydory, this is getting spicy! Here, keep up the holy work!"
TID_MISSION_0_190_TASK_0,Break up 5 stacks of boxes
TID_MISSION_0_190,Trash Collector
TID_MISSION_0_191_OBJECTIVE,"There was a red flare from the shore, right from where Henry's boat is. Can you go see what is the matter with him?"
TID_MISSION_0_191_RECEIVING_MESSAGE,"I thought the zombies had eaten you all! Here, a gift from Hermit Henry. Keep on living, comrade."
TID_MISSION_0_191,Distress
TID_MISSION_0_191_TASK_0,Talk to Hermit Henry
TID_MISSION_0_192_OBJECTIVE,My engine is dry. I going to check some old barrels for gas. I need you to keep the stiffs off me. Can you do that?
TID_MISSION_0_192_RECEIVING_MESSAGE,Thanks to you I now have a full can of gas. Here is something for your effort. Too bad I can't take you to the city because of the snipers.
TID_MISSION_0_192_TASK_0,Collect gasoline with Henry
TID_MISSION_0_192,Jerry Can
TID_MISSION_0_193_OBJECTIVE,"I think Labycore wants to wipe us out. I just spotted five kill teams moving into positions around us. You have to take them out, one by one."
TID_MISSION_0_193_RECEIVING_MESSAGE,"That's the spirit! Good for them to live in terror for a while. Here, I've been saving this."
TID_MISSION_0_193_TASK_0,Destroy 4 Labycore kill teams
TID_MISSION_0_193,Pre-emptive Strike
TID_MISSION_0_194_OBJECTIVE,"Eddie marked down some points of interest. I sent out a scout and now he is missing. Please, be the Angel of Funk and save him."
TID_MISSION_0_194_RECEIVING_MESSAGE,"I thought I was done for! Here, this for saving me life. You'll have to escort me back."
TID_MISSION_0_194_TASK_0,Find the Lost Scout
TID_MISSION_0_194,MIA
TID_MISSION_0_195_OBJECTIVE,My leg is busted so I can't run. Keep those zombies off me until we reach the camp!
TID_MISSION_0_195_RECEIVING_MESSAGE,"Whew! That was hairy. Here, some loot I picked up in there. You certainly earned this."
TID_MISSION_0_195_TASK_0,Escort the Lost Scout
TID_MISSION_0_195,Welcome Home
TID_MISSION_0_196_OBJECTIVE,My boyfriend got sick after after a zombie bite. Now he ran off to some decomposing \qgirl\q Go teach those zombies a lesson!
TID_MISSION_0_196_RECEIVING_MESSAGE,"Right, maybe the next zombie who wants to steal my beau will think twice! Here is your reward!"
TID_MISSION_0_196_TASK_0,Kill 6 zombies in the name of love
TID_MISSION_0_196,Woman Scorned
TID_MISSION_0_197_OBJECTIVE,"Our meds have stopped working. I think there is a new breed of zombies. Please, can you kill some and bring me some blood samples?"
TID_MISSION_0_197_RECEIVING_MESSAGE,"Thank you! We have to find a new cure or it is all over for us. Here, this is from all of us."
TID_MISSION_0_197,New Strain
TID_MISSION_0_197_TASK_0,Kill Zombies
TID_MISSION_0_198_OBJECTIVE,"Strange, the zombie mutation seems artificial. Can you please take this letter to Nolan West? He is somewhere at Palm beach."
TID_MISSION_0_198_RECEIVING_MESSAGE,"Well hello there, new face! And what's this? A letter? As you can see...i'm not feeling well."
TID_MISSION_0_198_TASK_0,Talk to Nolan
TID_MISSION_0_198,Expert Consultation
TID_MISSION_0_192_TASK_1,Escort Henry
TID_MISSION_0_199_OBJECTIVE,I did see some filthy zombies on the beach...taking some sun. Could you go and see what the heck they are doing? They smell so bad that I lose my apetite.
TID_MISSION_0_199_RECEIVING_MESSAGE,Omigosh! Thanks. I was sure that those zombies would eat me and my friend here.
TID_MISSION_0_199_TASK_0,Eliminate filthy zombies
TID_MISSION_0_199,Filthy Zombies
TID_MISSION_0_200_OBJECTIVE,I have had enough of this zombie madnes. I and Saturday are building raft to get away from this god forsaken place! Could you help us find some wood?
TID_MISSION_0_200_RECEIVING_MESSAGE,Thanks mate! You want't to go to city? It's dangerous place. But I think I have solution for you...
TID_MISSION_0_200_TASK_0,Find wood for raft
TID_MISSION_0_200,Back to the mainland
TID_MISSION_0_201_OBJECTIVE,You should talk to Mole if you want to get inside of these walls. it might be little safer than outside.
TID_MISSION_0_201_RECEIVING_MESSAGE,"Newcomer? Follow this road to get to the Dawnbreak...but be aware, It's not safe."
TID_MISSION_0_201,In this city
TID_MISSION_0_201_TASK_0,Talk to Mole
TID_MISSION_0_202_OBJECTIVE,Power switch is down in the subway alright but there is also something else... You need allies to kill the Mutated Zombie Freak that has taken over the place.
TID_MISSION_0_202_RECEIVING_MESSAGE,"You did it! I don't know if it is enough but we've taken the first step towards saving the island! Here, this is for you."
TID_MISSION_0_202_TASK_0,Kill Mutated Zombie Boss
TID_MISSION_0_202,Man The Pumps
TID_MISSION_0_203_OBJECTIVE,Some new zombies look fresh. Go east and check the Refugee Camp for survivors. They might even know something about the pumps.
TID_MISSION_0_203_RECEIVING_MESSAGE,"A living soul! Welcome to Choir of the Blessed! I am Mister Zee, the Apostle of Funky Redemption! And this is my flock!"
TID_MISSION_0_203_TASK_0,Check Refugee Camp for survivors
TID_MISSION_0_203,Scouting
TID_MISSION_0_204_OBJECTIVE,You should talk to my man Lloyd. I can open that gate and he can get you to the city
TID_MISSION_0_204_RECEIVING_MESSAGE,Ok. You want to get to the city. I can helpt you...there are some labycore troopers in the woods.
TID_MISSION_0_204_TASK_0,Talk to Lloyd
TID_MISSION_0_204,Talk to Lloyd
TID_MISSION_0_205_OBJECTIVE,I was into city and when I did come back....I saw this madness. Zombies are spreading at our village. If you help me to clean this village I can help you. I was doing research about these Zombies on nearby Labycore research center. Could you locate the research data for me?
TID_MISSION_0_205_RECEIVING_MESSAGE,What? Labycore was doing tests with the Raiders? That's just sick...Glad they get to taste their own medicine.
TID_MISSION_0_205_TASK_0,Find blueprints
TID_MISSION_0_205_TASK_1,Vega found
TID_MISSION_0_205,Help me to help you
TID_MISSION_0_206_OBJECTIVE,I have no idea how long those zombies think there is a gate between us. We need to eliminate all those surrounding zombies before they brake in!
TID_MISSION_0_206_RECEIVING_MESSAGE,This is so bad...I was helping Labycore to move some gear through this area. Now it's full of Zombies!
TID_MISSION_0_206_TASK_0,Shoot surrounding Zombies
TID_MISSION_0_206,Stop them!
TID_MISSION_0_205_TASK_2,Research information
TID_MISSION_0_207_OBJECTIVE,We need to use that huge drilling machine to get Labycore research center. I think that's the place where this spread has started.
TID_MISSION_0_207_RECEIVING_MESSAGE,You found the keys? Nice one! Now you should really get going before these zombies come back...
TID_MISSION_0_207_TASK_0,Find the key
TID_MISSION_0_207,Where the Heck are my keys?
TID_MISSION_0_205_TASK_3,Jules found
TID_MISSION_0_208_OBJECTIVE,I...I'd escaped from that ship...ship of blood. Eastern Queens bring girls to the harbor for sex slaves...I need help... to revenge.
TID_MISSION_0_208_RECEIVING_MESSAGE,Thank you stranger...I try to get on my life now in this god forsaken city.
TID_MISSION_0_208_TASK_0,Eliminate Bathory
TID_MISSION_0_208,Blood Countess
TID_MISSION_0_209_OBJECTIVE,"I will give you the crafting plans for Dr. Bauhofs Key if you do me a favor and take down Chief Engineer, the final guardian at Power Plant West."
TID_MISSION_0_209_RECEIVING_MESSAGE,Thank you! Here is the key to the Dr. Bauhoff. Good luck!
TID_MISSION_0_209_TASK_0,Eliminate Chief Engineer
TID_MISSION_0_209,Key To Dr. Bauhoff
TID_MISSION_0_210_OBJECTIVE,I will give you the crafting plans for Riot Town Key if you do me a favor and take down bosses at New Naples Street.
TID_MISSION_0_210_RECEIVING_MESSAGE,Thank you! Here is the key to the Riot Town. Good luck!
TID_MISSION_0_210_TASK_0,Eliminate Security Captain
TID_MISSION_0_210_TASK_1,Eliminate Doctor Catherine
TID_MISSION_0_210_TASK_2,Eliminate Dr. Bauhoff
TID_MISSION_0_210,Key To Riot Town
TID_MISSION_0_211_OBJECTIVE,I will give you the crafting plans for Seven Deadly Sins Key if you do me a favor and take down guardians at New Peking Street.
TID_MISSION_0_211_RECEIVING_MESSAGE,Thank you! Here is the key to the Seven Deadly Sins. Good luck!
TID_MISSION_0_211_TASK_0,Eliminate Antiriot Sentry
TID_MISSION_0_211_TASK_1,Eliminate Riot Captain
TID_MISSION_0_211_TASK_2,Eliminate Supersoldier Officer
TID_MISSION_0_211,Key to Seven Deadly Sins
TID_MISSION_0_212_OBJECTIVE,"I will give you the crafting plans for Queen of Diamonds if you do me a favor and take down Queen Bathory, the guardian at Power New Venice Hotel"
TID_MISSION_0_212_RECEIVING_MESSAGE,Thank you! Here is the key to the Queen of Diamonds. Good luck!
TID_MISSION_0_212_TASK_0,Eliminate Queen Bathory
TID_MISSION_0_212,Key to Queen of Diamonds
TID_MISSION_0_213_OBJECTIVE,"I will give you the crafting plans for Slavemaster if you do me a favor and take down Akirun, the voodoo guardian at East Canal."
TID_MISSION_0_213_RECEIVING_MESSAGE,Thank you! Here is the key to the The Slavemaster. Good luck!
TID_MISSION_0_213_TASK_0,Eliminate Akirun
TID_MISSION_0_213,Key To the Slavemaster
TID_MISSION_0_214_OBJECTIVE,I will give you the crafting plans for Raider Village Key if you do me a favor and take down boss at Desert Storm
TID_MISSION_0_214_RECEIVING_MESSAGE,Thank you! Here is the key to the Raider Village. Good luck!
TID_MISSION_0_214_TASK_0,Eliminate Raider Slavemaster
TID_MISSION_0_214,Key to Raider Village
TID_MISSION_0_215_OBJECTIVE,I will give you the crafting plans for Raider Valley Key if you do me a favor and take down bosses at Deserted Village
TID_MISSION_0_215_RECEIVING_MESSAGE,Thank you! Here is the key to the Raider Valley. Good luck!
TID_MISSION_0_215_TASK_0,Eliminate Raider Jules
TID_MISSION_0_215_TASK_1,Eliminate Vega
TID_MISSION_0_215_TASK_2,Eliminate Vega 2.0
TID_MISSION_0_215,Key To Raider Valley
TID_MISSION_0_216_OBJECTIVE,I will give you the crafting plans for Devourer Dragon if you do me a favor and take down guardians at Lovens Park West.
TID_MISSION_0_216_RECEIVING_MESSAGE,Thank you! Here is the key to the Devourer Dragon. Good luck!
TID_MISSION_0_216_TASK_0,Eliminate Pyrox
TID_MISSION_0_216_TASK_1,Eliminate Spartan
TID_MISSION_0_216_TASK_2,Eliminate Lava Ant
TID_MISSION_0_216,Key to Devourer Dragon
TID_MISSION_0_217_OBJECTIVE,Bulwark: A specialist who is focused on protecting their team members in harder group missions and instances. Generates high threat.
TID_MISSION_0_217_RECEIVING_MESSAGE,You find rest of the Bulwark skills at shop. Bosses drop special ability weapons.
TID_MISSION_0_217_TASK_0,Swap bandages to Specials
TID_MISSION_0_217,Bulwark
TID_MISSION_0_218_OBJECTIVE,Hurricane: Bodyguards with hurricane weapon class can hurt many targets at once with their area damage abilitties.
TID_MISSION_0_218_RECEIVING_MESSAGE,You find rest of the Hurricane skills at shop. Bosses drop special ability weapons.
TID_MISSION_0_218_TASK_0,Swap bandages to Specials
TID_MISSION_0_219_OBJECTIVE,Rampage: A bodyguard with a Rampage weapon focuses on damage dealing rather than protecting their allies.
TID_MISSION_0_219_RECEIVING_MESSAGE,Yu find rest of the Rampage skills at shop. Bosses drop special ability weapons.
TID_MISSION_0_219_TASK_0,Swap bandages to Specials
TID_MISSION_0_218,Hurricane
TID_MISSION_0_219,Rampage
TID_MISSION_0_220_OBJECTIVE,Prolonger: Doctors with Prolonger healing weapons can heal their allies over time. They can also increase group's melee power and energy pool.
TID_MISSION_0_220_RECEIVING_MESSAGE,You find rest of the Prolonger skills at shop. Bosses drop special ability weapons.
TID_MISSION_0_220_TASK_0,Swap bandages to Specials
TID_MISSION_0_220,Prolonger
TID_MISSION_0_221_OBJECTIVE,"Area-Healer: Docs can turn enemies, friends and themselves into \qhealing beacons\q that heal friendly targets in the area"
TID_MISSION_0_221_RECEIVING_MESSAGE,You find rest of the Area-Healer skills at shop. Bosses drop special ability weapons.
TID_MISSION_0_221_TASK_0,Swap bandages to Specials
TID_MISSION_0_221,Area-Healer
TID_MISSION_0_222_OBJECTIVE,Insta-Healers are effective healers when it comes to healing fast. They posses powerful healing abilitties with high energy cost.
TID_MISSION_0_222_RECEIVING_MESSAGE,You find rest of the Insta-Healer skills at shop. Bosses drop special ability weapons.
TID_MISSION_0_222_TASK_0,Swap bandages to Specials
TID_MISSION_0_222,Insta-Healer
TID_MISSION_0_223_OBJECTIVE,Leviathan hunters deal damage to multiple targets in an area at once. They also have ability to increas their attack speed for short while.
TID_MISSION_0_223_RECEIVING_MESSAGE,You find rest of the Leviathan skills at shop. Bosses drop special ability weapons.
TID_MISSION_0_223_TASK_0,Swap bandages to Specials
TID_MISSION_0_223,Leviathan
TID_MISSION_0_224_OBJECTIVE,Hunters with Wasp type weapons get acces to deadly poisons and bullets that cripple their enemies.
TID_MISSION_0_224_RECEIVING_MESSAGE,You find rest of the Wasp skills at shop. Bosses drop special ability weapons.
TID_MISSION_0_224_TASK_0,Swap bandages to Specials
TID_MISSION_0_224,Wasp
TID_MISSION_0_225_OBJECTIVE,A hunter with a Firefly weapon focuses on damage bursts on single target with a bit higher energy cost.
TID_MISSION_0_225_RECEIVING_MESSAGE,You find rest of the Firefly skills at shop. Bosses drop special ability weapons.
TID_MISSION_0_225_TASK_0,Swap bandages to Specials
TID_MISSION_0_225,Firefly
TID_MISSION_0_226_OBJECTIVE,There has been a zombie outbreak! Labycore is trying to handle the defense and they'll try to stop you too. There are some dangerous prisoners giving 'em trouble and they need to be taken down before they can leave the prison! Could you help us take these guys out?
TID_MISSION_0_226_RECEIVING_MESSAGE,Thank you for helping us! Now the prison is clean again so maybe Labycore can re-populate it with resistance members...and I can free them like I always do!
TID_MISSION_0_226_TASK_0,Eliminate Anger
TID_MISSION_0_226_TASK_1,Eliminate Bomber
TID_MISSION_0_226_TASK_2,Eliminate Gyros
TID_MISSION_0_226_TASK_3,Eliminate Undead Butcher
TID_MISSION_0_226,Prison Outbreak
TID_MISSION_0_227_OBJECTIVE,My friend Mason is putting out a distress signal. It's coming from Prison Island.
TID_MISSION_0_227_RECEIVING_MESSAGE,Thanks for coming!
TID_MISSION_0_227_TASK_0,Talk to Mason
TID_MISSION_0_227,Speak to Mason
TID_MISSION_0_228_OBJECTIVE,"The hunter zombies have overwhelmed our police force here. Just about every cop is a freaking zombie now! I need you to collect ammo, plus the explosive charges and get them to my partner, over at Omega Avenue. The plan was to blow up the towers and burn this place down."
TID_MISSION_0_228_RECEIVING_MESSAGE,I'm too old for this. Zombies! What next! Aliens?! You got some ammo and explosives? Nice!
TID_MISSION_0_228_TASK_0,Box of ammo
TID_MISSION_0_228_TASK_1,Explosives found
TID_MISSION_0_228,My ammo!
TID_MISSION_0_229_OBJECTIVE,"We need to get this ammo to survivors. I can see the light on the other side of the avenue. I carry, you shoot. Ok?"
TID_MISSION_0_229_RECEIVING_MESSAGE,Woah...almost squashed your head. Though you were a zombie! 'I have been searching for survivors... Didn't find any...
TID_MISSION_0_229,Omega Avenue Cleanup
TID_MISSION_0_229_TASK_0,Escort Murtaugh
TID_MISSION_0_229_TALK_TASK_0,Let's go and shoot some zombie butt!
TID_MISSION_0_230_OBJECTIVE,"I need to stay here, but my friend on the other side of the street needs better protection. Could you get him some metal? No.. not the music, some scrap metal!"
TID_MISSION_0_230_RECEIVING_MESSAGE,"Omigosh! Who are you? Oh.. Kirkman sent you? No survivors there either? Well, thanks for the metal"
TID_MISSION_0_230_TASK_0,Find some metal
TID_MISSION_0_230,Omega Metal
TID_MISSION_0_231_OBJECTIVE,"I found out that my family got into a car accident. I found the car, it's right over there, but they didn't survive the crash. Please,.. I don't want them coming back as zombies. Could you please burn the car for me? I just can't do it"
TID_MISSION_0_231_RECEIVING_MESSAGE,...sob
TID_MISSION_0_231_TASK_0,Burn the car
TID_MISSION_0_231,Omega Family
TID_MISSION_0_232_OBJECTIVE,My mate from Omega island called. There has been a zombie outbreak and citizens are in danger. Could you do some investigating?
TID_MISSION_0_232_RECEIVING_MESSAGE,Thanks for coming. This place is a madhouse!
TID_MISSION_0_232_TASK_0,Talk to Riggs
TID_MISSION_0_232,Omega Island Called
TID_MISSION_0_233_OBJECTIVE,I saw a weird looking zombie around here. I think he has escaped from the L.A.R.P.U. factory nearby
TID_MISSION_0_233_RECEIVING_MESSAGE,You are truly a hero. Drinks on a house!
TID_MISSION_0_233_TASK_0,Eliminate Headmaster
TID_MISSION_0_233,Headless Zombie
TID_MISSION_0_234_OBJECTIVE,Labycore has finally infiltrated Omega Island Harbor. They have some new tech there cleaning the streets. They will kill all the zombies but also all the survivors. Could you stop them?
TID_MISSION_0_234_RECEIVING_MESSAGE,You truly are hero of Dawnbreak.
TID_MISSION_0_234_TASK_0,Eliminate Swarmbot
TID_MISSION_0_234,Cleaner
TID_MISSION_0_235_OBJECTIVE,"It was huge... it came with that Swarmbot. It, a group of scientists and robots, went looking for something from the wetlands. There was some hole in the ground... Im' going back to hiding"
TID_MISSION_0_235_RECEIVING_MESSAGE,What? Broken sentry bot and lava on the ground...That's so wierd.
TID_MISSION_0_235_TASK_0,Find Big Boss
TID_MISSION_0_235,It was big...too big
TID_MISSION_0_236_OBJECTIVE,"I stumbled upon this building in my travels. It's full of serious weirdness.. zombie monsters, pizza place full of brawlers, and what looks like a mafia wet room"
TID_MISSION_0_236_RECEIVING_MESSAGE,Oh..by the daily tentacle! Wierd stuff! Thanks for cleening the building. I might be moving in...
TID_MISSION_0_236_TASK_0,Eliminate Bob
TID_MISSION_0_236_TASK_1,Eliminate Hector
TID_MISSION_0_236_TASK_2,Eliminate Victor
TID_MISSION_0_236,Mobster Mansion
